Image1,Image2,Label
/content/drive/MyDrive/Datasets/Datasets/Front_face/18.png,/content/drive/MyDrive/Datasets/Datasets/front_skull/18.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/19.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/19.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/20.png,/content/drive/MyDrive/Datasets/Datasets/front_skull/20.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/21.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/21.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/22.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/22.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/23.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/23.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/24.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/24.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/25.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/25.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/26.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/26.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/27.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/27.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/28.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/28.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/29.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/29.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/30.png,/content/drive/MyDrive/Datasets/Datasets/front_skull/30.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/31.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/31.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/32.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/32.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/33.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/33.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/34.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/34.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/35.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/35.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/36.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/36.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/37.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/37.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/38.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/38.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/39.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/39.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/40.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/40.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/41.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/41.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/42.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/42.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/01.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/01.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/02.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/02.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/03.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/03.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/04.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/04.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/05.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/05.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/06.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/06.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/07.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/07.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/08.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/08.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/09.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/09.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/10.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/10.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/11.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/11.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/12.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/12.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/13.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/13.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/14.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/14.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/15.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/15.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/16.png,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/16.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/17.png,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/17.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/18.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/18.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/19.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/19.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/20.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/20.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/21.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/21.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/22.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/22.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/23.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/23.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/24.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/24.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/25.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/25.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/26.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/26.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/27.png,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/27.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/28.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/28.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/29.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/29.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/30.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/30.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/31.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/31.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/32.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/32.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/33.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/33.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/34.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/34.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/35.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/35.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/36.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/36.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/37.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/37.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/38.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/38.jpeg,1
/content/drive/MyDrive/Datasets/Datasets/Front_face/01.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/07.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/02.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/06.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/03.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/31.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/04.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/35.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/05.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/11.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/06.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/18.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/07.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/23.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/08.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/13.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/09.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/29.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/10.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/19.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/11.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/27.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/12.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/13.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/13.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/32.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/14.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/06.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/15.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/25.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/16.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/14.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/17.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/22.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/18.png,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/16.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/19.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/16.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/20.png,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/34.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/21.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/31.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/22.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/32.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/23.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/31.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/24.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/12.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/25.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/22.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/26.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/06.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/27.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/28.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/28.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/14.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/29.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/24.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/30.png,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/08.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/31.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/05.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/32.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/09.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/33.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/35.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/34.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/13.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/35.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/04.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/36.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/14.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/37.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/28.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/Front_face/38.jpg,/content/drive/MyDrive/Datasets/Datasets/X-ray face_side/22.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/01.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/21.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/02.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/29.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/03.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/15.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/04.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/34.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/05.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/01.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/06.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/34.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/07.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/30.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/08.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/24.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/09.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/35.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/10.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/20.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/11.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/41.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/12.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/17.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/13.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/07.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/14.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/04.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/15.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/35.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/16.png,/content/drive/MyDrive/Datasets/Datasets/front_skull/04.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/17.png,/content/drive/MyDrive/Datasets/Datasets/front_skull/06.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/18.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/24.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/19.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/22.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/20.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/38.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/21.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/14.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/22.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/13.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/23.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/35.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/24.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/33.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/25.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/42.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/26.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/01.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/27.png,/content/drive/MyDrive/Datasets/Datasets/front_skull/37.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/28.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/21.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/29.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/27.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/30.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/16.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/31.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/18.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/32.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/13.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/33.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/21.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/34.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/33.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/35.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/09.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/36.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/11.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/37.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/36.jpeg,0
/content/drive/MyDrive/Datasets/Datasets/FACE-ID_side/38.jpg,/content/drive/MyDrive/Datasets/Datasets/front_skull/37.jpeg,0
